"content_id","content_type_id","title","latitude","longitude"
125899,12,"개태사(논산)",36.2407282,127.229371
125900,12,"장곡사(충남)",36.41736539,126.8597022
125901,12,"고산사(홍성)",36.54508126,126.5373417
125902,12,"비암사(세종)",36.61140451,127.1920532
125903,12,"연화사(세종)",36.59241935,127.2794653
125904,12,"쌍계사(논산)",36.1054599,127.2058156
125905,12,"관촉사(논산)",36.18883488,127.1136855
125906,12,"보은 법주사[유네스코 세계문화유산]",36.54109074,127.8328783
125907,12,"천태산",36.15860246,127.5996541
125908,12,"개심사(서산)",36.74690616,126.5901483
125909,12,"청주향교",36.63734031,127.4969057
125910,12,"신항서원",36.6362604,127.526292
125911,12,"청주 용두사지 철당간",36.63309344,127.4896481
125912,12,"청주 탑동 양관",36.62847469,127.498953
125913,12,"도담삼봉",37.00034474,128.344825
125914,12,"진천향교",36.84970646,127.4350443
125915,12,"진천 이시발 신도비",36.83717068,127.5274307
125917,12,"만뢰사",36.8915274,127.3223366
125918,12,"진천 연곡리 석비",36.83976701,127.3402308
125919,12,"서한순 효자문",36.83302466,127.4134189
125920,12,"영수사(진천)",36.83505191,127.551362
125921,12,"단양 향산리 삼층석탑",37.05444266,128.4171975
125922,12,"단양 적성",36.94511177,128.3217092
125923,12,"보령 충청수영성",36.43939317,126.5230097
125924,12,"아산 평촌리 석조약사여래입상",36.74441375,127.0079801
125925,12,"아산 맹씨 행단(맹사성 고택)",36.74697516,127.0419991
125926,12,"천안 유관순 열사 유적",36.76008394,127.3083637
125927,12,"금이성",36.63253563,127.2039433
125928,12,"이상재선생 생가지",36.09990915,126.8061932
125929,12,"서천 성북리 오층석탑",36.14723074,126.5989105
125930,12,"우산성",36.45825424,126.8074419
125931,12,"만해 한용운선생 생가지",36.56287395,126.5539342
125932,12,"김좌진장군생가지",36.59790591,126.5471395
125934,12,"안회당과 여하정",36.60129081,126.6605597
125935,12,"예산 화전리 석조사면불상",36.75347639,126.679365
125936,12,"추사고택",36.74688481,126.7998099
125937,12,"남연군의묘",36.71856556,126.6236266
125938,12,"예덕상무사",36.68708635,126.6523304
125939,12,"천안 봉선홍경사 갈기비",36.94313476,127.1346993
125940,12,"부산각서석",36.28557275,126.893436
125941,12,"천정대",36.31566706,126.9243352
125942,12,"수북정",36.27542386,126.8905699
125943,12,"천안 천흥사지 당간지주·오층석탑",36.87229156,127.2137219
125944,12,"아산 이충무공묘",36.85464833,127.0113434
125945,12,"현충사",36.80762635,127.0328983
125946,12,"무극전적 국민관광지",36.95133471,127.6469529
125947,12,"진천 금성대군 사당",36.79061812,127.551116
125948,12,"진천 정송강사",36.79845636,127.4106284
125949,12,"공주 공산성 [유네스코 세계유산]",36.46299817,127.1268076
125950,12,"진천 길상사",36.85334749,127.4231841
125952,12,"제천 덕주산성",36.86085875,128.0874687
125953,12,"괴산 미륵산성",36.64356485,127.8184101
125954,12,"당진 안국사지 석탑",36.83197078,126.5572517
